,F1,F2
106,0.488275885,0.880247673
107,1.796753811,-0.124907171
108,0.108313049,1.003807569
109,0.112925121,0.541862982
110,-0.961561292,0.271834369
111,0.508552243,-0.357285885
112,-0.683955713,0.714926672
113,0.558751144,-0.380675221
114,0.843447658,-0.460672333
115,0.333808274,-0.286499358
116,0.838580858,0.582617486
117,1.332818778,-0.40099073
118,-0.922324656,0.386797189
119,0.411589218,0.86066564
120,1.950505957,0.393681408
121,1.923802358,0.051271268
122,-0.345724955,0.892946121
123,0.357592311,-0.281428375
124,1.119955211,-0.477414354
125,0.578287359,0.765811916
126,0.950407158,0.316768905
127,2.007260383,0.405976793
128,2.022675109,0.168424399
129,0.091026879,0.23139053
130,-0.068072589,0.95175616
131,-1.039036937,0.132877791
132,-0.532664775,0.82627105
133,0.725777424,-0.430665551
134,1.04267469,0.1799456
135,1.63858793,-0.161383092
136,0.762740793,-0.438648754
137,1.605312642,-0.264077196
138,0.736699151,0.69259429
139,0.817251725,-0.432711289
140,0.044603459,-0.038663699
141,1.832280739,-0.02693347
142,1.957603428,-0.009031339
143,0.097241258,0.191737677
144,0.518165604,0.827846137
145,0.483488855,-0.42766678
146,0.980587106,0.310811812
147,-0.953923769,0.347907346
148,1.74451603,-0.184868246
149,1.893473613,0.015062848
150,0.935472185,-0.530762639
151,-0.287899101,0.92802963
152,-0.920383211,0.250080425
153,1.47947401,-0.395465648
154,-0.834626068,0.358705657
155,-0.042287544,1.077154884
156,0.366321002,-0.237754345
157,0.085561841,1.051334038
158,1.866147262,0.238765425
159,1.97400225,0.179488873
160,0.007385337,0.283384067
161,1.72968303,-0.173821547
162,-0.304485389,1.039523418
163,0.703465451,0.715731812
164,0.32157301,0.862595976
165,-0.670628072,0.764136152
166,1.134300281,-0.463615781
167,-0.774101478,0.653857016
168,-1.005450156,0.089904346
169,-0.022732065,0.364241827
170,1.523972496,-0.315489218
171,0.41516693,-0.233551919
172,1.751875821,-0.156198404
173,0.381750633,-0.360486647
174,1.091583881,-0.533988062
175,0.340641195,0.861306727
176,1.259651558,-0.447366761
177,0.281504996,-0.187094341
178,1.33870786,-0.330580521
179,1.001086992,-0.460028906
180,-0.616610095,0.803490606
181,0.708171582,0.70865633
182,1.883295881,0.128873372
183,2.047412382,0.348522494
184,-0.958039844,0.191145705
185,0.980584439,0.278441259
186,1.814258918,-0.075183109
187,-1.007609792,0.014991984
188,1.882899641,0.022921504
189,-0.181100231,0.920257541
190,0.417893403,0.928766157
191,-0.987565179,0.173565365
192,2.052673094,0.429124058
193,1.865936906,-0.052920193
194,-0.93655295,0.387660457
195,1.880084742,-0.081987779
196,-0.837256966,0.517063886
197,-0.728608436,0.630418288
198,1.8562968,-0.036787312
199,0.92967688,0.26491464
200,-0.512685888,0.796619781
201,0.465068891,-0.359869742
202,2.035936362,0.599405734
203,0.178236393,1.022933038
204,0.333692299,-0.147135995
205,-0.555619887,0.682768297
206,0.903737612,-0.519657942
207,0.519159424,-0.33896284
208,0.998279167,-0.571284873
209,-0.520695199,0.940881093
210,2.056513605,0.317731025
211,1.658486386,-0.194511466
212,-0.732098927,0.725940019
213,-0.981837207,0.031454437
214,0.177762635,-0.034570268
215,0.007311753,0.23462516
216,1.342922255,-0.471907079
217,1.896606039,0.019461121
218,0.945041452,0.424316358
219,-0.364606647,0.908902563
220,0.217469328,-0.056741403
221,0.888607418,0.494340304
222,0.954946102,0.432483052
223,1.952971184,0.066472479
224,2.045783664,0.526853609
225,0.735798734,0.665916694
226,-0.492366407,0.938082582
227,0.013040872,0.460354591
228,0.592474353,-0.419900309
229,-0.979601694,0.516364983
230,0.023290343,0.143539656
231,1.233530249,-0.470725896
232,1.941029803,0.403314521
233,-0.923989485,0.285654062
234,0.233798868,0.183035255
235,0.195858401,-0.157768602
236,-0.973510079,0.18683039
237,0.318001083,-0.368395025
238,-1.037300917,0.024243438
239,1.687677171,-0.288215592
240,0.968963086,0.311358638
241,1.503647715,-0.380322211
242,0.057643025,-0.021320115
243,-0.913690459,0.475864235
244,1.516886778,-0.36242771
245,-0.847749975,0.435038876
246,0.482397573,0.849927886
247,0.257642447,-0.135495045
248,0.087017022,0.188788095
249,0.837147288,0.660298921
250,0.173103453,1.059387851
251,-0.639323554,0.783730583
252,1.246484249,-0.526812938
253,1.999915285,0.171933095
254,-0.56149257,0.937016202
255,1.265888641,-0.476493667
256,1.157267607,-0.433914072
257,-0.530804065,0.936064669
258,0.786138499,0.507034147
259,0.828156327,-0.484576759
260,0.837729295,0.479226674
261,-0.983383636,0.137108803
262,0.870674001,0.124951577
263,0.140292813,0.080233785
264,0.315307457,0.953381657
265,-0.942981703,0.52661308
266,0.955829231,0.255879863
267,0.310585225,-0.089410441
268,-0.084941153,0.458086852
269,1.686742078,-0.216520174
270,-0.927263365,0.229529972
271,1.073282502,-0.07032143
272,-0.259859846,1.014490021
273,0.100043934,1.050442131
274,-0.997034304,0.35816559
275,0.070904591,0.469434611
276,1.985016778,0.129999689
277,0.017968813,1.084349691
278,0.616636299,-0.468726186
279,0.829091839,0.653243528
280,0.879143868,0.565493659
281,0.107844025,-0.091766893
282,-1.007600112,0.175574717
283,1.711782828,-0.210567447
284,1.177064387,-0.458256534
285,0.903446266,-0.516296273
286,0.563334517,0.734529955
287,1.017211883,-0.0088638
288,0.563204408,-0.403554386
289,1.756603258,-0.072895424
290,-0.841933182,0.371939184
291,0.272176767,0.974107349
292,1.858904305,-0.160790459
293,0.174342086,-0.067100576
294,-0.030998708,0.367834489
295,0.919590183,0.376840883
296,0.995555694,0.02758536
297,0.471877373,-0.251871715
298,0.193172323,-0.045051169
299,-0.751592677,0.677868716
300,-0.85854793,0.493814951
301,1.036548426,0.183151949
302,1.759217032,-0.052048955
303,0.946739155,-0.486054611
304,-0.360840669,1.083204492
305,1.994801928,0.50005313
306,0.107606277,0.132045594
307,0.913604678,0.58403697
308,1.818148408,-0.07085448
309,1.972179551,0.379212541
310,0.224359596,0.934045506
311,1.004495851,0.256205626
312,-0.14334338,1.01849713
313,0.61799363,-0.453804868
314,1.026997818,0.166560356
315,1.039037988,0.04030367
316,1.46396903,-0.36488922
317,-1.044951569,0.384006612
318,1.739818623,-0.20283264
319,1.180355649,-0.490275407
320,-0.495660132,0.945887626
321,0.86259905,0.519397926
322,-0.698995294,0.688936741
323,-0.504285082,1.005857777
324,-0.749702665,0.573500856
325,1.768808141,-0.153741606
326,0.221961591,0.918510041
327,1.419692591,-0.437341497
328,0.973832765,0.228441008
329,0.037928421,0.483087654
330,1.497027843,-0.320069042
331,1.063600347,-0.441493265
332,0.33456819,-0.174546824
333,1.721353194,-0.227132273
334,0.554858932,0.853663045
335,1.374432804,-0.375758784
336,0.004915477,0.986322445
337,-0.578339723,0.794469248
338,-0.213589538,1.012351538
339,0.284017702,0.987791135
340,0.606020849,0.797907364
341,0.571509847,-0.502412682
342,0.920914946,-0.49456036
343,1.723206306,-0.144096461
344,0.247372861,-0.080492274
345,-0.030039057,0.400874143
346,-0.348254727,0.903895386
347,-0.623288812,0.816523746
348,0.742228482,0.6496712
349,0.007960345,0.425401682
350,1.244999013,-0.465406511
351,0.494866533,-0.329520844
352,-0.771689176,0.607719697
353,0.826046555,-0.385999502
354,0.00545988,0.09478075
355,0.190551702,-0.005496946
356,0.30296568,-0.25268949
357,0.07810954,0.995075945
358,0.030028151,0.3551026
359,1.026522458,0.13580283
360,1.955387351,0.282717537
361,1.621970875,-0.238446924
362,1.401767607,-0.306534808
363,0.660979979,-0.432644995
364,1.188279367,-0.527054003
365,0.753614545,0.599697432
366,0.672727908,0.672790904
367,0.695155414,0.752382379
368,-0.656904111,0.701429246
369,-0.9229473,0.491111206
370,1.989054741,0.280559754
371,0.043513959,0.300288718
372,-0.52200199,0.949618665
373,2.003079251,0.340954202
374,1.568641501,-0.229631889
375,-0.933586485,0.311356825
376,0.890968216,0.549729303
377,-0.192711181,1.066608174
378,1.327988806,-0.434763921
379,0.8634685,0.446574545
380,1.315138239,-0.434515812
381,-0.935245763,0.214216043
382,0.085393632,-0.001245983
383,-0.883847578,0.036492429
384,-0.459707662,0.886323952
385,0.929865056,0.462365159
386,1.859403836,0.466452036
387,0.239515912,1.00385695
388,-0.013939506,0.93552619
389,0.517301259,-0.402076813
390,0.427669983,-0.283046382
391,0.614121748,0.684759031
392,0.48400752,0.867007198
393,0.777009399,-0.493511664
394,1.03212263,0.097930597
395,0.079287516,-0.054644277
396,0.995020538,0.148323314
397,0.906689589,-0.45360783
398,-0.207605858,1.049416254
399,-0.985193432,0.226348563
400,0.62880141,0.854277019
401,0.949762455,0.329548633
402,0.931789846,-0.501903509
403,-0.125090922,0.94565084
404,0.894847845,-0.509142707
405,-0.30903215,1.008752033
406,-0.032380929,0.427470008
407,-0.633161959,0.773658441
408,0.006003209,1.012148068
409,0.385155866,0.895170295
410,0.829378243,-0.436131617
411,1.929008344,0.089416304
412,-0.571500819,0.774285537
413,0.006379253,0.016400294
414,0.542698495,0.873498931
415,0.06203436,0.29941359
416,1.074533269,-0.413963741
417,1.844678082,-0.000825713
418,0.201749335,0.960046206
419,0.031274225,0.166442028
420,1.991593566,0.377765354
421,1.791148436,-0.220494095
422,0.553063341,0.819526785
423,0.980252834,-0.500380763
424,0.942138714,0.4414098
425,0.403159702,0.893997354
426,0.197811582,0.055532743
427,1.489771554,-0.461517438
428,1.50907373,-0.388145227
429,0.203339824,-0.118787112
430,0.658243121,0.816525466
431,1.343840059,-0.480317443
432,-0.339658051,0.978932596
433,-0.993522327,0.264532872
434,-0.212093183,1.028396848
435,-0.214201253,0.970513689
436,0.967185857,0.072281123
437,0.076116184,0.125828698
438,-0.318579413,0.882053559
439,0.864890098,0.42597658
440,0.717017278,-0.444549321
441,-0.600713199,0.854891375
442,0.772085538,-0.383089824
443,0.850901183,0.469253062
444,0.360077546,-0.387764814
445,1.199497699,-0.395824431
446,0.315562678,-0.353731144
447,0.259371567,0.972449337
448,-0.026291965,0.329493425
449,0.509241075,-0.336858619
450,0.183206076,-0.049633983
451,-0.797180754,0.671888303
452,1.002186424,-0.500449691
453,-0.401454639,0.966100494
454,1.728461495,-0.252444793
455,1.781485827,-0.083304541
456,0.105891103,0.972080716
457,-0.183339627,0.9159601
458,1.910794648,-0.038380845
459,0.003791743,0.35825688
460,1.74383986,-0.283159416
461,0.216999895,-0.167406046
462,1.423041607,-0.416643267
463,0.299158158,-0.261584926
464,1.879064654,0.011734806
465,-0.983303962,-0.02260429
466,-0.730129698,0.54688839
467,0.925924803,0.351086295
468,0.303087881,0.963138972
469,0.690423294,0.68126953
470,0.527042528,-0.528972883
471,-0.633071022,0.823810134
472,1.701028915,-0.105209915
473,0.254220131,0.926298977
474,0.925574377,0.296081512
475,0.840604995,0.742850937
476,2.002043946,0.279202446
477,0.615237758,-0.310964543
478,-0.048888241,0.894140975
479,0.412415959,-0.215291119
480,0.936919425,0.32526235
481,1.699606996,-0.224166883
482,-0.749460173,0.711243176
483,0.998094221,-0.459215591
484,0.169343198,-0.016798848
485,1.67783623,-0.233691683
486,0.400381849,0.911625502
487,-0.983196358,0.406882033
488,0.902167545,0.137737074
489,0.088606504,0.185305521
490,-0.781044249,0.621372676
491,0.060181196,0.311480833
492,1.992435062,0.43132238
493,0.065050252,0.946071627
494,0.092515685,0.303465832
495,1.974936535,0.188991423
496,0.279536814,-0.201196705
497,1.918824832,0.131525101
498,0.068504628,0.312759981
499,-0.09403345,1.023483105
